Id,SalePrice
267,122311.546114962
268,210549.806655814
269,144706.12328787
270,172150.523106219
271,97731.7605832785
272,221701.450113889
273,155341.877304541
274,172150.523106219
275,110615.930617081
276,151014.488839457
277,125445.018095181
278,172150.523106219
279,126217.482978184
280,144954.406530423
281,143165.103970181
282,185527.914861564
283,172150.523106219
284,219429.276511694
285,178436.389247279
286,147418.031996306
287,154483.751525451
288,225491.476770971
289,143175.70992118
290,215256.745571717
291,172150.523106219
292,172150.523106219
293,196561.943975858
294,131949.681130448
295,129921.667193939
296,154749.797390665
297,151380.916664512
298,154786.878259917
299,136625.981313526
300,183067.925450498
301,211405.788611968
302,171544.335062208
303,198842.690672201
304,218931.377725427
305,172150.523106219
306,190085.88154229
307,172150.523106219
308,159647.758265236
309,172150.523106219
310,172150.523106219
311,181515.948190429
312,154497.922389036
313,123048.88071029
314,146487.422775216
315,172150.523106219
316,140627.278247694
317,98678.0509728321
318,281326.742803855
319,223652.616231542
320,217639.541425085
321,128270.702997478
322,149016.967597423
323,199041.224785926
324,175354.10340493
325,163964.652348737
326,193017.153792229
327,162903.6943493
328,173008.345547745
329,172150.523106219
330,221531.813686636
331,151081.58972814
332,125560.850818685
333,137634.024958541
334,159350.599033999
335,158980.214360684
336,129511.450262198
337,172150.523106219
338,200509.785590516
339,165323.431398543
340,222138.713935567
341,188310.502840252
342,177635.31383069
343,136219.576699085
344,157359.829592525
345,172150.523106219
346,250605.660191157
347,182663.646630344
348,172150.523106219
349,185104.047484461
350,175918.264280852
351,205344.256396996
352,153634.226891465
353,161855.633106967
354,127350.113093537
355,123111.410018
356,154005.052150162
357,209004.742704996
358,145105.759436709
359,135754.545791885
360,205273.561353864
361,179117.77415927
362,189895.002153893
363,174146.296321472
364,172150.523106219
365,183119.871847073
366,172150.523106219
367,142420.144697117
368,228953.622354992
369,205538.137661967
370,104540.658983644
371,220489.932748904
372,184510.739722251
373,171864.928474922
374,213308.239128087
375,104680.888422443
376,144983.297983922
377,172150.523106219
378,157098.330543099
379,188094.10064389
380,172150.523106219
381,173569.319581725
382,130602.043333785
383,172686.73076435
384,195459.725424939
385,141230.794132898
386,185379.871063682
387,174219.091431524
388,192441.213935726
389,172150.523106219
390,163324.937457379
391,134647.483591079
392,163528.118165302
393,205506.74531349
394,198972.622660951
395,191316.653935455
396,185672.908889176
397,202506.231133155
398,236259.696993788
399,173456.913973384
400,170790.008498313
401,105648.762053154
402,206969.496328264
403,172150.523106219
404,172150.523106219
405,172150.523106219
406,187230.037859266
407,138131.1266831
408,146725.094741863
409,167685.2270336
410,217901.820283832
411,166581.857628132
412,199791.224678898
413,187764.286654088
414,167789.70697114
415,142955.712214181
416,172150.523106219
417,205962.953226477
418,177177.458732299
419,128813.774095271
420,216752.236437298
421,172150.523106219
422,175914.456347514
423,172150.523106219
424,185625.432114817
425,154884.139820014
426,141578.261424137
427,209266.540742796
428,172150.523106219
429,172150.523106219
430,144532.922953449
431,176909.437311575
432,196227.898661432
433,172150.523106219
434,134366.72425196
435,172150.523106219
436,121779.326584919
437,184185.191401539
438,172150.523106219
439,168879.925096724
440,172150.523106219
441,205431.45531249
442,106172.054925455
443,149324.277109096
444,133036.382950738
445,173087.554438783
446,133826.076300024
447,110107.561419616
448,193357.499932005
449,87534.2486951857
450,178895.413760263
451,226155.304933453
452,133573.511755188
453,172150.523106219
454,172150.523106219
455,154250.040059352
456,172150.523106219
457,195272.359990078
458,214973.177082234
459,216136.670245926
460,138112.13180153
461,128977.516972779
462,133749.078958689
463,198648.918886702
464,125730.830901871
465,213988.692187997
466,182682.520621701
467,213895.231488768
468,177149.561315993
469,232188.526188329
470,230704.319177086
471,86447.0802670159
472,172150.523106219
473,172150.523106219
474,189491.306133707
475,254046.613791945
476,219377.73374938
477,172150.523106219
478,194919.229932114
479,205817.427725802
480,172150.523106219
481,210466.651153892
482,173360.884123037
483,162709.440954129
484,224922.114954369
485,209821.658867899
486,124969.490979429
487,172150.523106219
488,160066.654827273
489,173811.759633008
490,203940.687478344
491,173818.811971405
492,172150.523106219
493,194292.978525523
494,229718.00943626
495,158781.020228542
496,172150.523106219
497,161113.172095906
498,111495.419352289
499,138420.778379781
500,110158.253396239
501,153812.135072656
502,172150.523106219
503,124953.606838929
504,108943.304088618
505,196148.031609428
506,172150.523106219
507,172150.523106219
508,117918.936088915
509,116866.760048609
510,122312.521839758
511,169794.723586292
512,148960.683288869
513,181813.402943996
514,190348.079060706
515,146020.137518478
516,144070.946084411
517,152700.723295887
518,142843.149285007
519,208358.097206484
520,165262.212871158
521,172150.523106219
522,250437.00073125
523,172150.523106219
524,154896.635956446
525,199550.900317278
526,245204.315311308
527,175984.615903953
528,137189.79370287
529,146349.908793041
530,229234.515555666
531,166669.265563711
532,206360.144903588
533,152455.211815506
534,236635.548345499
535,193254.28765944
536,141344.84137665
537,133206.001415468
538,125075.967081099
539,172150.523106219
540,195031.345802474
541,134999.178634579
542,200513.302124858
543,217146.323849326
544,167692.021886547
545,158493.179512555
546,131226.847073004
547,169960.65134694
548,172150.523106219
549,172688.042714711
550,122207.961135478
551,143322.674566931
552,172150.523106219
553,155136.768017791
554,172150.523106219
555,151170.659131495
556,172150.523106219
557,180224.570092166
558,141981.820269057
559,176219.246873432
560,139160.855237886
561,212802.134045623
562,170093.664332936
563,214809.749661387
564,173052.849410759
565,177465.521800625
566,171524.558047812
567,126152.954144721
568,157816.772144381
569,141118.92634208
570,190629.474129557
571,172150.523106219
572,139734.823732378
573,156363.0923964
574,166260.436282152
575,172150.523106219
576,140144.111565509
577,135853.090530723
578,128353.386658064
579,144998.884075853
580,172150.523106219
581,209986.817246301
582,194683.786873485
583,167193.024646454
584,153037.866014118
585,161184.589082869
586,172150.523106219
587,237617.653689583
588,188231.810237912
589,172150.523106219
590,151795.284767779
591,172913.891153964
592,238429.031920197
593,216197.653416904
594,144466.34387595
595,234232.8341392
596,156087.105771576
597,172150.523106219
598,172150.523106219
599,268301.024609229
600,150434.239157614
601,178898.726667637
602,172150.523106219
603,214078.930222737
604,204536.853781479
605,196425.294365772
606,154542.437400054
607,232132.660869916
608,171964.900805346
609,118580.352876824
610,146599.567791003
611,207093.421620062
612,179441.45042226
613,135601.479731481
614,178251.020799139
615,165243.963219504
616,205175.091234084
617,172150.523106219
618,192233.371082994
619,150601.620906631
620,172150.523106219
621,172150.523106219
622,172150.523106219
623,205737.011313811
624,168178.83024295
625,172150.523106219
626,180708.256715465
627,137003.305133956
628,285109.677420542
629,158211.608722178
630,210139.518739381
631,159242.14357137
632,160374.207690662
633,154813.086895389
634,161078.9313679
635,152079.988012999
636,172357.509304738
637,196473.110012789
638,172150.523106219
639,172150.523106219
640,189917.073301029
641,121062.096189201
642,150855.020500293
643,146420.695051018
644,182986.296262245
645,182045.000152195
646,241293.732497066
647,193536.647166322
648,193479.702554315
649,254862.137599763
650,124488.409744137
651,138606.088733463
652,169963.166480546
653,175603.943800961
654,195292.116420354
655,172150.523106219
656,187571.497506226
657,177430.71492084
658,151165.926286782
659,201766.171552421
660,143447.904237622
661,197842.584287641
662,111313.081902774
663,137870.439577836
664,172150.523106219
665,259579.287020981
666,153975.028694808
667,172334.379520892
668,160798.734531946
669,131121.916053988
670,106003.731336773
671,141186.41124974
672,172150.523106219
673,174476.438271145
674,147850.58381811
675,93961.9774294158
676,154171.071236399
677,172306.059807164
678,204045.240911072
679,228476.943391328
680,134211.500839751
681,172150.523106219
682,137026.501861547
683,172150.523106219
684,249198.415697084
685,111790.501436263
686,156823.678990917
687,156531.220152264
688,181600.118670502
689,172150.523106219
690,144213.196692734
691,171792.99898893
692,167547.4046017
693,162931.187711633
694,164030.210175253
695,271653.631989953
696,194060.241596597
697,108812.127414559
698,203463.097291812
699,207424.957128048
700,183801.322872271
701,201708.121657614
702,224283.467265116
703,86625.3953590046
704,204393.742669392
705,100626.581183103
706,118370.770556851
707,178678.999109132
708,115210.433918166
709,172150.523106219
710,120814.928002105
711,137801.494255262
712,124202.165601014
713,172268.402415827
714,127759.005291591
715,116750.887151868
716,174436.641179268
717,130158.472720427
718,152985.085515236
719,162162.389278388
720,183994.230927982
721,200755.631587676
722,213750.687234084
723,172150.523106219
724,145661.286130232
725,141895.319919875
726,126869.528303735
727,201055.929074319
728,171444.960169496
729,234343.17617551
730,218273.333820395
731,123702.595134714
732,249887.494912215
733,190738.402474738
734,181131.223393406
735,181942.065050104
736,172150.523106219
737,172150.523106219
738,146190.313705045
739,113380.441227413
740,172150.523106219
741,168298.42334964
742,189892.938453206
743,144808.111484521
744,120052.134857798
745,172150.523106219
746,172150.523106219
747,201482.400905238
748,179640.357938201
749,172150.523106219
750,173565.660857907
751,172150.523106219
752,136718.882522823
753,180274.54334055
754,156806.673357357
755,196995.226446508
756,117012.872219519
757,172150.523106219
758,207666.465656
759,172150.523106219
760,161651.267194649
761,189251.771759912
762,172150.523106219
763,170611.252584211
764,144524.224952554
765,183712.767243739
766,190881.316146064
767,172150.523106219
768,144563.085163378
769,86306.1637185803
770,172150.523106219
771,175811.253881542
772,234254.496735179
773,176684.524203888
774,82252.004128902
775,155187.345341274
776,174641.358914157
777,192680.492032507
778,153510.987826651
779,138006.835072889
780,146060.935963097
781,190474.318398927
782,180266.194752063
783,117062.693503426
784,175022.225175691
785,121876.208640605
786,85455.545420164
787,213962.040813957
788,180528.629806514
789,180924.842952581
790,172150.523106219
791,107893.617270942
792,189971.170125821
793,182783.883705956
794,184468.438786362
795,176365.882043269
796,191658.89121632
797,172150.523106219
798,128402.063133406
799,220564.427605885
800,213801.436269337
801,149869.613967173
802,228189.328924837
803,198622.575873286
804,158718.294195061
805,172150.523106219
806,211693.979514899
807,197643.528914739
808,151447.184625243
809,165742.089119786
810,240879.921134433
811,250403.87731273
812,185529.917196948
813,172946.304757911
814,172150.523106219
815,185050.242974545
816,176532.288150302
817,172150.523106219
818,202873.453813744
819,185208.19914265
820,189369.878586822
821,172150.523106219
822,158851.397169325
823,207434.9576193
824,100927.181365604
825,158199.778911566
826,202226.213408354
827,172150.523106219
828,166731.086484243
829,172150.523106219
830,194484.654910375
831,167780.742184098
832,161908.072004734
833,215694.689390135
834,169860.097866744
835,248202.35605668
836,235872.609964838
837,217125.774772805
838,172150.523106219
839,172150.523106219
840,184655.392722127
841,149456.054961654
842,170879.71430635
843,172150.523106219
844,227061.813115542
845,111881.634289515
846,199194.881866819
847,191275.629643315
848,172150.523106219
849,202082.745748775
850,140189.896124515
851,163387.96807206
852,242991.71956328
853,197719.703104395
854,129777.145734156
855,172150.523106219
856,168360.833564027
857,146244.391603466
858,119814.162933567
859,143925.061399087
860,174419.455136943
861,161857.690929447
862,198442.669403007
863,182264.096116859
864,143235.552341667
865,150996.922782366
866,129576.595501657
867,263717.760617621
868,217860.421259448
869,144569.261956858
870,172150.523106219
871,170770.029372692
872,136831.83550611
873,162379.66849217
874,157604.736620712
875,181478.435524417
876,176765.10624754
877,213381.876857432
878,138888.24372602
879,199280.320473386
880,103312.817893481
881,110012.832821933
882,151062.442132061
883,161365.904400473
884,103155.383383093
885,190286.399199983
886,123130.06892959
887,172910.522845391
888,194719.051005977
889,172150.523106219
890,90143.8379733874
891,187428.554291196
892,172150.523106219
893,192179.042309192
894,172150.523106219
895,123945.564381796
896,143713.7846118
897,194108.774717202
898,102858.278428072
899,209218.619050531
900,199494.198075199
901,145182.998527399
902,172150.523106219
903,216402.420483918
904,162616.36752283
905,157012.060180915
906,222915.617434547
907,159206.966286695
908,253207.786759085
909,131605.468190594
910,194276.936029519
911,222227.473239782
912,142964.807444
913,180517.790694192
914,163525.379026155
915,173722.765742858
916,196161.622313971
917,220005.562842667
918,172150.523106219
919,172150.523106219
920,183204.978056857
921,181816.610783299
922,159334.287593675
923,172150.523106219
924,190701.69288843
925,218328.713339166
926,191528.346154622
927,188447.601262203
928,150256.677596862
929,139855.765137612
930,185721.169379252
931,171465.604124588
932,179602.308381973
933,169689.825280464
934,130755.651583158
935,139971.796022449
936,172150.523106219
937,172150.523106219
938,146726.297690981
939,177908.038895095
940,172420.476561739
941,139969.25328356
942,180352.646045443
943,173339.97279214
944,214686.230207322
945,159666.45725333
946,177320.854397141
947,172150.523106219
948,133626.853674363
949,134278.107273543
950,179075.926963364
951,172463.178435669
952,172150.523106219
953,148161.251542287
954,182827.120646681
955,172150.523106219
956,172150.523106219
957,172150.523106219
958,169182.187511494
959,193256.278842238
960,220133.907522849
961,205580.614210167
962,230173.55217289
963,240947.782143268
964,135784.56787659
965,113769.605687707
966,166421.067351355
967,176642.747400821
968,196753.036559405
969,141819.824641825
970,199997.84936403
971,145896.651470502
972,172150.523106219
973,172150.523106219
974,172703.04842355
975,127436.087271851
976,240062.320048956
977,172150.523106219
978,184007.428986762
979,173015.426604386
980,193690.043517134
981,93286.1599435967
982,186650.95140891
983,158556.205666332
984,90785.6731381253
985,121604.881122335
986,179600.393221965
987,197855.33143812
988,172150.523106219
989,189890.340163989
990,171828.013044516
991,160922.743805936
992,195755.374511709
993,172150.523106219
994,122708.500256203
995,169568.636403589
996,110506.663880394
997,172150.523106219
998,113808.992480797
999,172150.523106219
1000,141533.454364677
1001,184183.289403188
1002,165994.783156178
1003,172150.523106219
1004,172150.523106219
1005,217204.351870588
1006,172150.523106219
1007,212182.385622904
1008,214659.197110056
1009,185223.579396261
1010,207956.805545357
1011,172150.523106219
1012,107152.120861649
1013,175262.896300084
1014,172150.523106219
1015,172150.523106219
1016,127376.555374181
1017,131958.33133747
1018,173845.675112278
1019,148625.205663093
1020,159999.385072629
1021,151248.609827196
1022,147316.621066277
1023,160154.92229677
1024,172150.523106219
1025,172219.424364245
1026,157035.285496881
1027,261170.709230855
1028,172150.523106219
1029,146955.269525841
1030,121358.112090301
1031,184258.163692289
1032,194185.519470759
1033,178533.668743386
1034,172150.523106219
1035,172150.523106219
1036,157060.462233215
1037,203625.178806764
1038,172150.523106219
1039,193198.963262835
1040,157104.862981384
1041,189577.310154617
1042,133685.895650604
1043,146182.866060042
1044,144642.154421962
1045,160823.769821177
1046,217896.099864571
1047,176116.876832098
1048,185390.247831614
1049,125817.606993965
1050,172713.617581392
1051,228375.095469459
1052,172150.523106219
1053,172150.523106219
1054,186342.99765711
1055,145658.217789423
1056,172150.523106219
1057,205995.347951526
1058,172150.523106219
1059,150976.575271535
1060,133170.169971297
1061,152980.871542299
1062,277302.868619391
1063,161122.283389537
1064,180977.377254775
1065,159286.175882266
1066,120126.7206979
1067,147366.500760498
1068,209401.757484726
1069,188689.848490804
1070,157331.657545144
1071,217754.635418471
1072,129822.528280993
1073,120108.01481694
1074,189923.739101942
1075,200968.639691351
1076,146466.392713495
1077,133987.742058076
1078,172150.523106219
1079,147884.120174032
1080,172150.523106219
1081,156065.980467158
1082,144485.846587393
1083,227467.548788374
1084,221172.297719194
1085,172150.523106219
1086,172150.523106219
1087,119715.073932026
1088,158906.500911651
1089,172150.523106219
1090,97685.1752796357
1091,178035.862908142
1092,172150.523106219
1093,117995.100510006
1094,151770.501573288
1095,224814.426277832
1096,63029.6397234397
1097,100532.758705335
1098,212815.683228668
1099,172150.523106219
1100,213663.445260772
1101,224391.52627183
1102,172150.523106219
1103,134379.865464584
1104,145526.960786942
1105,186507.195823066
1106,223723.685870889
1107,134227.828702156
1108,68723.9160143328
1109,170348.135274791
1110,172150.523106219
1111,183265.112557004
1112,179109.444226346
1113,172150.523106219
1114,193848.223434884
1115,174522.043407538
1116,181062.054605618
1117,172150.523106219
1118,169712.471637704
1119,172150.523106219
1120,253969.771277635
1121,141198.884034052
1122,155177.572943774
1123,126824.067481746
1124,172150.523106219
1125,194566.085638159
1126,157029.931293498
1127,170337.128167793
1128,172150.523106219
1129,157899.628901304
1130,172150.523106219
1131,172150.523106219
1132,145316.738126325
1133,192367.025341732
1134,151455.788371003
1135,158395.814867615
1136,184355.302094084
1137,138687.222618267
1138,208392.244998795
1139,175467.211443444
1140,107769.46902431
1141,114857.801060997
1142,175789.550799917
1143,165174.217387881
1144,172150.523106219
1145,165593.168525544
1146,172150.523106219
1147,143597.389533042
1148,149484.010535965
1149,152023.4185491
1150,170700.494053353
1151,191536.477930108
1152,231226.467470017
1153,162748.354543032
1154,148951.347898102
1155,172150.523106219
1156,154325.961215383
1157,209548.273734624
1158,169698.124636528
1159,119851.75115455
1160,222327.904734719
1161,151534.674500396
1162,151300.663882392
1163,186917.0094113
1164,172150.523106219
1165,177663.122231749
1166,181289.845018211
1167,185184.411497142
1168,175413.240778198
1169,160337.104220369
1170,172150.523106219
1171,204651.160782326
1172,172150.523106219
1173,198558.378890795
1174,143602.011104768
1175,167294.750878719
1176,194499.316172798
1177,167492.612251447
1178,134924.176024037
1179,196383.297869213
1180,144783.62415958
1181,172150.523106219
1182,192547.712807423
1183,239973.373247329
1184,169012.75826337
1185,180630.688403539
1186,131940.629373163
1187,191363.334592503
1188,160882.323956263
1189,172150.523106219
1190,245439.191828066
1191,176184.172768107
1192,245399.803603796
1193,202990.717311961
1194,184603.786065222
1195,172150.523106219
1196,196072.824993189
1197,124225.201460092
1198,197799.15336477
1199,154760.185474956
1200,146405.713908356
1201,153932.298761018
1202,157443.015406954
1203,200657.810345755
1204,140140.044470311
1205,172150.523106219
1206,184986.081952214
1207,181010.70474313
1208,172150.523106219
1209,185173.123864843
1210,254713.466719164
1211,172150.523106219
1212,172150.523106219
1213,177216.067113483
1214,197734.583830528
1215,118238.42759216
1216,189509.211133336
1217,172150.523106219
1218,186135.318383739
1219,172150.523106219
1220,91109.9538887413
1221,162515.078812246
1222,139369.71645403
1223,94187.9412133661
1224,187572.237055592
1225,172150.523106219
1226,144977.365287717
1227,146619.929694179
1228,172150.523106219
1229,170961.81243657
1230,208733.344465966
1231,142307.049432432
1232,172150.523106219
1233,240075.193365997
1234,122349.140055815
1235,224274.538106618
1236,175228.235736657
1237,224460.062065887
1238,178320.48955218
1239,193108.015462732
1240,147007.835041933
1241,262093.164390356
1242,148642.148270607
1243,190482.497672794
1244,191478.310489095
1245,201057.927076121
1246,217102.208003246
1247,157238.470937435
1248,141135.091427078
1249,136606.89938173
1250,146415.113107194
1251,148165.646142498
1252,158451.709582276
1253,156541.837999203
1254,131761.908664466
1255,154356.513438531
1256,182553.624261813
1257,172150.523106219
1258,179647.076038362
1259,158415.506285426
1260,172150.523106219
1261,161700.714557869
1262,189912.116461622
1263,146503.964278381
1264,121974.41739134
1265,228366.793908125
1266,128041.88511485
1267,172150.523106219
1268,196269.741436126
1269,148476.500677424
1270,127220.093505839
1271,142623.460500359
1272,197234.786248523
1273,196949.065753164
1274,172150.523106219
1275,175415.285578704
1276,173880.708295769
1277,163807.763002032
1278,172150.523106219
1279,249111.994950369
1280,203551.910487844
1281,172150.523106219
1282,191201.486832089
1283,122700.187598998
1284,181158.048859232
1285,180103.347507595
1286,172150.523106219
1287,171905.417398892
1288,219634.248437787
1289,166576.838933616
1290,131160.289215626
1291,96364.5749396868
1292,107804.955832133
1293,120757.721467951
1294,173009.911824289
1295,220490.462583368
1296,186434.252360551
1297,211226.732121116
1298,172150.523106219
1299,176569.226272231
1300,151684.766034159
1301,176189.293727975
1302,172150.523106219
1303,239829.279589902
1304,237517.098619997
1305,154090.356101219
1306,210224.93456733
1307,186124.047959395
1308,229687.41363224
1309,167253.353047946
1310,172150.523106219
1311,182853.080305676
1312,172150.523106219
1313,195200.540874711
1314,203961.767422329
1315,179248.801979749
1316,172150.523106219
1317,218110.539831948
1318,201888.160662399
1319,198951.847056124
1320,135447.625829749
1321,169441.696846816
1322,203194.617741298
1323,172150.523106219
1324,123727.697258413
1325,218313.191653652
1326,224577.266173742
1327,172150.523106219
1328,144272.781550962
1329,228606.737364976
1330,177757.326771891
1331,122112.525378186
1332,151053.409701173
1333,153962.944949542
1334,133709.043142113
1335,172150.523106219
1336,172150.523106219
1337,142853.879745492
1338,141200.29716162
1339,185044.131968024
1340,205862.613043803
1341,216854.250987485
1342,229710.601115926
1343,172150.523106219
1344,172150.523106219
1345,170803.199384705
1346,149417.759849558
1347,125919.114636498
1348,137634.088112524
1349,172150.523106219
1350,126960.013815661
1351,163565.245193247
1352,186235.970986048
1353,172150.523106219
1354,201604.914496704
1355,229215.893931015
1356,181961.289381076
1357,120994.387294755
1358,172150.523106219
1359,212684.273515967
1360,184776.980423744
1361,172150.523106219
1362,103981.534257214
1363,122764.186843332
1364,140941.315597458
1365,171830.061510129
1366,132935.856113742
1367,158642.261531492
1368,126712.417118442
1369,195434.391115125
1370,122441.560895942
1371,128371.286102271
1372,197879.023192775
1373,111779.138431415
1374,112676.002174385
1375,175558.122166038
1376,170138.064058146
1377,159630.074836972
1378,185851.405726302
1379,143508.650865447
1380,195385.997964529
1381,97630.8712627941
1382,180695.217490325
1383,172150.523106219
1384,211550.274103217
1385,159127.972850444
1386,186230.843250645
1387,183829.572792285
1388,161468.341253405
1389,217899.110495057
1390,172150.523106219
1391,172150.523106219
1392,143344.305257761
1393,174489.303760016
1394,211086.084378933
1395,117567.927813286
1396,172595.504750168
1397,194471.639659279
1398,190075.377305842
1399,147234.820314704
1400,156316.202973927
1401,271407.358777311
1402,172262.528695086
1403,166865.642539263
1404,134659.436829287
1405,207914.432592033
1406,220130.701299979
1407,172150.523106219
1408,172150.523106219
1409,227962.652431586
1410,172150.523106219
1411,184083.558592338
1412,165539.060285798
1413,194899.905042593
1414,155602.683936182
1415,219388.089449004
1416,159323.959514312
1417,172150.523106219
1418,140144.509249267
1419,215077.912876214
1420,139763.674145954
1421,217919.395505085
1422,172150.523106219
1423,98671.4621810548
1424,129426.522585602
1425,232668.439258468
1426,172150.523106219
1427,144229.745335631
1428,109108.919686618
1429,201116.98921284
1430,264290.239199861
1431,127084.761544833
1432,172150.523106219
1433,131718.149381763
1434,119680.919169035
1435,172150.523106219
1436,146533.043859019
1437,155633.577340659
1438,130284.32294474
1439,175711.245979442
1440,172150.523106219
1441,172150.523106219
1442,172150.523106219
1443,137422.730955716
1444,144811.950627832
1445,91960.5068222706
1446,183237.237776612
1447,208878.447897141
1448,179766.938381283
1449,123954.778255832
1450,166534.853862162
1451,161258.565898188
1452,136769.38401954
1453,186964.079782793
1454,172150.523106219
1455,154168.383563741
1456,124227.741454025
1457,172150.523106219
1458,211461.039215497
1459,163541.54322108
1460,133022.337573649
1461,137651.677641628
1462,172150.523106219
1463,172150.523106219
1464,172150.523106219
1465,248733.879468944
1466,172150.523106219
1467,186849.408402188
1468,127040.590282502
1469,173556.711068781
1470,213775.449829028
1471,173669.569464473
1472,172150.523106219
1473,144633.882740045
1474,175459.949288408
1475,107841.78478816
1476,213659.143297658
1477,91981.5157187027
1478,233848.103905883
1479,190215.124428211
1480,172150.523106219
1481,172150.523106219
1482,198265.927219115
1483,172150.523106219
1484,181748.208591831
1485,246491.318880128
1486,201719.22685514
1487,171209.764572516
1488,172150.523106219
1489,144742.238445393
1490,172150.523106219
1491,155987.991369661
1492,201384.665111071
1493,156791.082593248
1494,146377.018968771
1495,217189.863103708
1496,200010.839189896
